Fecha,Temperatura
2013-04-01 00:00:00.0,10.07083
2013-04-02 00:00:00.0,9.40139
2013-04-03 00:00:00.0,13.9743
2012-06-08 00:00:00.0,N/A
2013-04-05 00:00:00.0,8.294444
2013-04-06 00:00:00.0,8.492361
2013-04-07 00:00:00.0,11.69653
2013-04-08 00:00:00.0,10.31528
2013-04-09 00:00:00.0,7.234027
2013-04-10 00:00:00.0,10.53194
2013-04-11 00:00:00.0,6.100693
2013-04-12 00:00:00.0,7.112501
2016-06-28 00:00:00.0,-999.99
2013-04-14 00:00:00.0,13.39305
2013-04-15 00:00:00.0,10.56111
2013-04-16 00:00:00.0,11.27639
2013-04-17 00:00:00.0,14.30139
2013-04-18 00:00:00.0,11.26528
2013-04-19 00:00:00.0,10.0382
2013-04-20 00:00:00.0,9.179859
2013-04-21 00:00:00.0,14.15486
2013-04-22 00:00:00.0,12.27153
2013-04-23 00:00:00.0,9.671528
2013-04-24 00:00:00.0,7.789583
2013-04-25 00:00:00.0,6.351389
