Fecha,Temperatura_Abrigo_150cm,Temperatura_Abrigo_150cm_Maxima,Temperatura_Abrigo_150cm_Minima,Temperatura_Intemperie_5cm_Minima,Temperatura_Intemperie_50cm_Minima,Temperatura_Suelo_5cm_Media,Temperatura_Suelo_10cm_Media,Temperatura_Inte_5cm,Temperatura_Intemperie_150cm_Minima,Humedad_Suelo,Precipitacion_Pluviometrica,Precipitacion_Cronologica,Precipitacion_Maxima_30minutos,Heliofania_Efectiva,Heliofania_Relativa,Tesion_Vapor_Media,Humedad_Media,Humedad_Media_8_14_20,Rocio_Medio,Duracion_Follaje_Mojado,Velocidad_Viento_200cm_Media,Direccion_Viento_200cm,Velocidad_Viento_1000cm_Media,Direccion_Viento_1000cm,Velocidad_Viento_Maxima,Presion_Media,Radiacion_Global,Horas_Frio,Unidades_Frio,mes
2011-05-28T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mayo
2011-05-29T00:00:00Z,4.272223,12.8,-1.2,NA,NA,NA,5.607637,NA,NA,NA,0,0,0,NA,NA,6.380325,79,76,0.5163196,NA,NA,NA,NA,NA,NA,NA,NA,17.09801,9.794007,mayo
2011-05-30T00:00:00Z,1.691667,9.2,-2.8,NA,NA,NA,4.809723,NA,NA,NA,0,0,0,NA,NA,6.585169,93,90,0.8688348,NA,NA,NA,NA,NA,NA,NA,NA,19.75402,NA,mayo
2011-05-31T00:00:00Z,3.473611,9.6,0.5,NA,NA,NA,5.5333310000000004,NA,NA,NA,0,0,0,NA,NA,7.470535,96,94,2.752273,NA,NA,NA,NA,NA,NA,NA,NA,20.91602,NA,mayo
2011-06-01T00:00:00Z,2.897223,9.6,-1.5,NA,NA,NA,5.188195,NA,NA,NA,0,0,0,NA,NA,7.701784,98,97,3.051148,NA,NA,NA,NA,NA,NA,NA,NA,21.41402,NA,junio
2011-06-02T00:00:00Z,6.261805,13.3,2.9,NA,NA,NA,6.36875,NA,NA,NA,0,0,0,NA,NA,8.617123,93,94,4.745977,NA,NA,NA,NA,NA,NA,NA,NA,16.43401,18.67502,junio
2011-06-03T00:00:00Z,3.453472,12.6,-1.8,NA,NA,NA,5.119445,NA,NA,NA,0,0,0,NA,NA,7.077479,88,86,1.879294,NA,NA,NA,NA,NA,NA,NA,NA,17.76202,12.20101,junio
2011-06-04T00:00:00Z,6.092361,10.2,3.9,NA,NA,NA,5.6270810000000004,NA,NA,NA,0,0,0,NA,NA,8.115891,87,87,3.951767,NA,NA,NA,NA,NA,NA,NA,NA,19.42202,NA,junio
2011-06-05T00:00:00Z,5.003472,7.1,3.4,NA,NA,NA,6.163889,NA,NA,NA,0,0,0,NA,NA,8.577795,100,99,4.73805,NA,NA,NA,NA,NA,NA,NA,NA,23.73803,NA,junio
2011-06-06T00:00:00Z,5.453471,9.5,3.2,NA,NA,NA,6.17709,NA,NA,NA,0,0,0,NA,NA,8.702419,91,88,4.916099,NA,NA,NA,NA,NA,NA,NA,NA,11.786,NA,junio
2011-06-07T00:00:00Z,6.804167,9.3,4.7,NA,NA,NA,6.570138,NA,NA,NA,30.99999,26.8,3.6,NA,NA,8.889103,95,98,5.250475,NA,NA,NA,NA,NA,NA,NA,NA,17.26402,NA,junio
2011-06-08T00:00:00Z,5.445832,8.3,3.6,NA,NA,NA,5.804861,NA,NA,NA,0.9,5.1,1.6,NA,NA,8.449627,92,91,4.539516,NA,NA,NA,NA,NA,NA,NA,NA,21.41402,NA,junio
2011-06-09T00:00:00Z,7.869446,10.9,5.7,NA,NA,NA,6.43611,NA,NA,NA,32.39999,3.3,0.6,NA,NA,10.18145,91,91,7.12125,NA,NA,NA,NA,NA,NA,NA,NA,9.129998,NA,junio
2011-06-10T00:00:00Z,8.463195,10.7,6.5,NA,NA,NA,7.394445,NA,NA,NA,13.1,42.19999,4.1,NA,NA,9.7557,92,90,6.543933,NA,NA,NA,NA,NA,NA,NA,NA,4.149999,NA,junio
2011-06-11T00:00:00Z,5.964584,7.7,4.1,NA,NA,NA,5.84236,NA,NA,NA,2.1,0.6,0.3,NA,NA,7.257584,80,75,2.344223,NA,NA,NA,NA,NA,NA,NA,NA,17.26402,NA,junio
2011-06-12T00:00:00Z,5.55139,8.7,3.7,NA,NA,NA,6.106945,NA,NA,NA,2.4,3.6,0.3,NA,NA,7.371418,83,75,2.560059,NA,NA,NA,NA,NA,NA,NA,NA,18.42602,NA,junio
2011-06-13T00:00:00Z,1.761111,5.4,-2.5,NA,NA,NA,4.829165,NA,NA,NA,0,0.3,0.3,NA,NA,5.894697,87,86,-0.5410575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,junio
2011-06-14T00:00:00Z,3.755555,9.8,0.6,NA,NA,NA,4.803476,NA,NA,NA,0.3,0,0,NA,NA,7.484652,89,85,2.672711,NA,NA,NA,NA,NA,NA,NA,NA,18.92402,NA,junio
2011-06-15T00:00:00Z,6.286806,7.2,5.2,NA,NA,NA,5.637499,NA,NA,NA,0,0.3,0.3,NA,NA,8.085928,86,85,3.902368,NA,NA,NA,NA,NA,NA,NA,NA,23.07403,NA,junio
2011-06-16T00:00:00Z,5.997916,8.5,4,NA,NA,NA,5.309027,NA,NA,NA,0,0,0,NA,NA,8.073903,88,88,3.887149,NA,NA,NA,NA,NA,NA,NA,NA,17.92802,NA,junio
2011-06-17T00:00:00Z,5.351388,10.2,2.2,NA,NA,NA,5.520137,NA,NA,NA,0,0,0,NA,NA,6.993062,77,72,1.8575,NA,NA,NA,NA,NA,NA,NA,NA,15.77001,NA,junio
2011-06-18T00:00:00Z,6.387501,8,5.1,NA,NA,NA,5.775694,NA,NA,NA,0.9,0.3,0.3,NA,NA,7.433683,79,81,2.620994,NA,NA,NA,NA,NA,NA,NA,NA,20.08602,NA,junio
2011-06-19T00:00:00Z,4.763889,9.1,1.9,NA,NA,NA,5.768752,NA,NA,NA,1.8,1.8,0.3,NA,NA,7.54424,93,90,2.915669,NA,NA,NA,NA,NA,NA,NA,NA,20.25202,NA,junio
2011-06-20T00:00:00Z,3.442361,9.8,-0.2,NA,NA,NA,5.113888,NA,NA,NA,0.6,1.2,0.3,NA,NA,7.525904,93,88,2.799783,NA,NA,NA,NA,NA,NA,NA,NA,19.92002,NA,junio
2011-06-21T00:00:00Z,4.322222,9.2,0.6,NA,NA,NA,5.928469,NA,NA,NA,0,0,0,NA,NA,7.557627,95,94,2.914815,NA,NA,NA,NA,NA,NA,NA,NA,20.41802,NA,junio
2011-06-22T00:00:00Z,2.990278,7.5,-0.3,NA,NA,NA,5.432636,NA,NA,NA,0,0,0,NA,NA,7.494871,93,90,2.81313,NA,NA,NA,NA,NA,NA,NA,NA,20.75002,NA,junio
2011-06-23T00:00:00Z,5.722918,9.7,3.6,NA,NA,NA,5.239585,NA,NA,NA,1.5,0.9,0.3,NA,NA,7.65098,85,84,3.084464,NA,NA,NA,NA,NA,NA,NA,NA,19.58802,NA,junio
2011-06-24T00:00:00Z,3.088194,6.2,-1.1,NA,NA,NA,4.179862,NA,NA,NA,0.3,0.9,0.3,NA,NA,4.80884,68,66,-3.362518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,junio
2011-06-25T00:00:00Z,-1.914585,4.4,-5.9,NA,NA,NA,3.02153,NA,NA,NA,1.2,1.2,0.3,NA,NA,4.56172,86,84,-4.093664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,junio
2011-06-26T00:00:00Z,0.3958336,7.7,-3.3,NA,NA,NA,2.527779,NA,NA,NA,0.3,0.3,0.3,NA,NA,6.332016,93,90,0.3464078,NA,NA,NA,NA,NA,NA,NA,NA,21.24802,NA,junio
2011-06-27T00:00:00Z,7.999999,11.2,0.2,NA,NA,NA,4.110418,NA,NA,NA,0,0,0,NA,NA,9.433506,85,85,6.115726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,junio
2011-06-28T00:00:00Z,8.192361,11.3,5.9,NA,NA,NA,5.446526,NA,NA,NA,0,0,0,NA,NA,9.11907,86,88,5.590563,NA,NA,NA,NA,NA,NA,NA,NA,6.141997,NA,junio
2011-06-29T00:00:00Z,3.457639,6,-0.2,NA,NA,NA,4.908335,NA,NA,NA,3.3,1.7,0.5,NA,NA,6.646216,89,78,0.9775137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,junio
2011-06-30T00:00:00Z,2.467361,5.6,0,NA,NA,NA,3.804858,NA,NA,NA,0.3,1.9,1.3,NA,NA,5.835974,77,80,-0.7959955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,junio
2011-07-01T00:00:00Z,4.002082,7.4,0,NA,NA,NA,4.065277,NA,NA,NA,0,0,0,NA,NA,5.690417,74,74,-1.057462,NA,NA,NA,NA,NA,NA,NA,NA,23.40603,NA,julio
2011-07-02T00:00:00Z,-0.8645836,6.8,-6.1,NA,NA,NA,3.031249,NA,NA,NA,0,0,0,NA,NA,4.405474,79,78,-4.470113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,julio
2011-07-03T00:00:00Z,-1.772917,6.4,-7.2,NA,NA,NA,2.018054,NA,NA,NA,0,0,0,NA,NA,4.225315,80,79,-5.091462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,julio
2011-07-04T00:00:00Z,-1.184721,10,-8.1,NA,NA,NA,1.503471,NA,NA,NA,0,0,0,NA,NA,4.612796,82,81,-4.01406,NA,NA,NA,NA,NA,NA,NA,NA,21.24802,NA,julio
2011-07-05T00:00:00Z,-1.584028,5.3,-6.2,NA,NA,NA,1.186112,NA,NA,NA,0,0,0,NA,NA,4.923649,90,89,-3.180166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,julio
2011-07-06T00:00:00Z,1.309722,12.5,-5.1,NA,NA,NA,1.036805,NA,NA,NA,0,0,0,NA,NA,6.882239,87,83,0.9262391,NA,NA,NA,NA,NA,NA,NA,NA,12.78201,NA,julio
2011-07-07T00:00:00Z,9.087502,13.6,6.3,NA,NA,NA,1.125,NA,NA,NA,0,0,0,NA,NA,9.769318,88,89,6.588125,NA,NA,NA,NA,NA,NA,NA,NA,4.481998,18.17702,julio
2011-07-08T00:00:00Z,5.347917,14,-1,NA,NA,NA,2.500002,NA,NA,NA,0.3,0,0,NA,NA,8.148895,86,87,3.804429,NA,NA,NA,NA,NA,NA,NA,NA,11.786,9.628005,julio
2011-07-09T00:00:00Z,8.413194,11.1,3.7,NA,NA,NA,4.98889,NA,NA,NA,21.99999,22.29999,2.1,NA,NA,9.412411,92,95,6.042972,NA,NA,NA,NA,NA,NA,NA,NA,7.635996,NA,julio
2011-07-10T00:00:00Z,8.152084,12,3.1,NA,NA,NA,5.538889,NA,NA,NA,0,0,0,NA,NA,9.437208,84,79,6.126362,NA,NA,NA,NA,NA,NA,NA,NA,1.494,NA,julio
2011-07-11T00:00:00Z,8.168751,10.5,5.9,NA,NA,NA,6.215278,NA,NA,NA,4.6,4.6,2.1,NA,NA,8.977638,85,86,5.365913,NA,NA,NA,NA,NA,NA,NA,NA,9.794,NA,julio
2011-07-12T00:00:00Z,6.450002,9.4,5.5,NA,NA,NA,5.393751,NA,NA,NA,0.6,0.6,0.3,NA,NA,8.23449,85,83,4.091414,NA,NA,NA,NA,NA,NA,NA,NA,19.09002,NA,julio
2011-07-13T00:00:00Z,7.587501,10.5,5.1,NA,NA,NA,6.086805,NA,NA,NA,9.600002,6.700001,2.4,NA,NA,8.695027,87,86,4.919624,NA,NA,NA,NA,NA,NA,NA,NA,7.801996,NA,julio
2011-07-14T00:00:00Z,3.636805,8.2,0.6,NA,NA,NA,5.338196,NA,NA,NA,2.1,3.8,0.8,NA,NA,7.271596,93,94,2.397667,NA,NA,NA,NA,NA,NA,NA,NA,22.90803,NA,julio
2011-07-15T00:00:00Z,2.466666,4.3,0.7,NA,NA,NA,4.252778,NA,NA,NA,3.7,4.6,1.1,NA,NA,7.110906,97,99,2.096388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,julio
2011-07-16T00:00:00Z,1.757639,4.8,-0.8,NA,NA,NA,3.568055,NA,NA,NA,0.8,1.1,0.8,NA,NA,6.225267,93,93,0.2361845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,julio
2011-07-17T00:00:00Z,-0.6465276,2,-2,NA,NA,NA,2.993748,NA,NA,NA,0.5,0.5,0.5,NA,NA,4.994304,86,81,-2.776689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,julio
2011-07-18T00:00:00Z,-0.1256943,4.9,-4.9,NA,NA,NA,2.599303,NA,NA,NA,0,0,0,NA,NA,5.213426,86,85,-2.239987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,julio
2011-07-19T00:00:00Z,0.003472171,4.5,-2.2,NA,NA,NA,2.602778,NA,NA,NA,0,0,0,NA,NA,5.418114,90,88,-1.651507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,julio
2011-07-20T00:00:00Z,4.399306,9.2,-1.2,NA,NA,NA,3.306249,NA,NA,NA,16.3,1.5,0.6,NA,NA,7.981018,88,89,3.637558,NA,NA,NA,NA,NA,NA,NA,NA,18.26002,NA,julio
2011-07-21T00:00:00Z,6.574306,8.3,5.2,NA,NA,NA,5.063888,NA,NA,NA,16.6,31.39999,2.6,NA,NA,9.724166,97,99,6.553808,NA,NA,NA,NA,NA,NA,NA,NA,13.44601,NA,julio
2011-07-22T00:00:00Z,8.81875,10.5,7.7,NA,NA,NA,5.827083,NA,NA,NA,2.2,0,0,NA,NA,9.038234,80,79,5.501391,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,julio
2011-07-23T00:00:00Z,8.134724,11.6,5.1,NA,NA,NA,6.458334,NA,NA,NA,0,2.2,1.1,NA,NA,9.361856,92,90,5.975142,NA,NA,NA,NA,NA,NA,NA,NA,10.956,NA,julio
2011-07-24T00:00:00Z,5.463195,12.1,2,NA,NA,NA,6.056944,NA,NA,NA,0.3,0,0,NA,NA,8.054689,89,85,3.835672,NA,NA,NA,NA,NA,NA,NA,NA,16.76601,NA,julio
2011-07-25T00:00:00Z,5.571529,8.7,3.6,NA,NA,NA,5.929862,NA,NA,NA,1.5,1.8,0.6,NA,NA,8.325578,92,94,4.319124,NA,NA,NA,NA,NA,NA,NA,NA,21.74603,NA,julio
2011-07-26T00:00:00Z,6.150694,8.7,4.7,NA,NA,NA,5.649303,NA,NA,NA,1.4,0,0,NA,NA,7.267357,77,71,2.372823,NA,NA,NA,NA,NA,NA,NA,NA,18.75802,NA,julio
2011-07-27T00:00:00Z,4.794444,7.2,1.9,NA,NA,NA,5.55486,NA,NA,NA,3.1,4.5,1.1,NA,NA,8.015456,96,97,3.778926,NA,NA,NA,NA,NA,NA,NA,NA,23.73803,NA,julio
2011-07-28T00:00:00Z,3.786111,8.3,1,NA,NA,NA,5.061805,NA,NA,NA,0.6,0.6,0.3,NA,NA,7.288332,94,90,2.432425,NA,NA,NA,NA,NA,NA,NA,NA,23.07403,NA,julio
2011-07-29T00:00:00Z,0.6777779,2.7,-0.6,NA,NA,NA,4.352084,NA,NA,NA,0,0,0,NA,NA,5.209197,83,80,-2.222228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,julio
2011-07-30T00:00:00Z,0.6951387,5.3,-1.6,NA,NA,NA,3.971528,NA,NA,NA,0,0,0,NA,NA,4.857208,78,75,-3.123989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,julio
2011-07-31T00:00:00Z,-0.7555558,5.2,-4.6,NA,NA,NA,3.199998,NA,NA,NA,0,0,0,NA,NA,5.562802,89,90,-1.397586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,julio
2011-08-01T00:00:00Z,4.263887,6.7,1.6,NA,NA,NA,3.011807,NA,NA,NA,0,0,0,NA,NA,6.733145,82,85,1.27117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,agosto
2011-08-02T00:00:00Z,5.318751,8.9,3.3,NA,NA,NA,4.025696,NA,NA,NA,0,0,0,NA,NA,7.27147,81,79,2.389985,NA,NA,NA,NA,NA,NA,NA,NA,18.09402,NA,agosto
2011-08-03T00:00:00Z,5.57014,10.3,2.5,NA,NA,NA,4.551389,NA,NA,NA,0,0,0,NA,NA,6.623453,78,78,1.071838,NA,NA,NA,NA,NA,NA,NA,NA,17.92802,NA,agosto
2011-08-04T00:00:00Z,2.513194,8,-0.6,NA,NA,NA,4.204862,NA,NA,NA,15.6,2.8,1.1,NA,NA,6.726789,89,89,1.241368,NA,NA,NA,NA,NA,NA,NA,NA,23.24003,NA,agosto
2011-08-05T00:00:00Z,3.996528,8.3,1,NA,NA,NA,4.531946,NA,NA,NA,2.9,15.7,2.3,NA,NA,7.763181,93,91,3.298295,NA,NA,NA,NA,NA,NA,NA,NA,22.07803,NA,agosto
2011-08-06T00:00:00Z,5.18125,9.6,2.8,NA,NA,NA,5.08264,NA,NA,NA,0,0,0,NA,NA,7.76589,89,87,3.33329,NA,NA,NA,NA,NA,NA,NA,NA,19.42202,NA,agosto
2011-08-07T00:00:00Z,3.294445,5.5,0.3,NA,NA,NA,4.865971,NA,NA,NA,0,0,0,NA,NA,6.882945,92,95,1.636896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,agosto
2011-08-08T00:00:00Z,3.781251,7.5,0,NA,NA,NA,4.309722,NA,NA,NA,30.49999,7.500001,1.6,NA,NA,7.83672,93,91,3.358562,NA,NA,NA,NA,NA,NA,NA,NA,23.07403,NA,agosto
2011-08-09T00:00:00Z,5.472916,6.7,3.4,NA,NA,NA,5.317362,NA,NA,NA,17.7,40.39997,3.8,NA,NA,8.794843,99,100,5.096072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,agosto
2011-08-10T00:00:00Z,5.993753,10,2.7,NA,NA,NA,5.414582,NA,NA,NA,21,20.5,5.3,NA,NA,8.261741,89,91,4.198622,NA,NA,NA,NA,NA,NA,NA,NA,17.92802,NA,agosto
2011-08-11T00:00:00Z,5.9375,8.6,4,NA,NA,NA,5.690279,NA,NA,NA,11.5,11.5,1.6,NA,NA,8.484809,91,87,4.595851,NA,NA,NA,NA,NA,NA,NA,NA,19.75402,NA,agosto
2011-08-12T00:00:00Z,4.904166,8.4,2.2,NA,NA,NA,5.518056,NA,NA,NA,0.3,0.8,0.8,NA,NA,7.489047,88,89,2.8166,NA,NA,NA,NA,NA,NA,NA,NA,20.41802,NA,agosto
2011-08-13T00:00:00Z,4.704166,10,2.3,NA,NA,NA,5.500692,NA,NA,NA,0,0.3,0.3,NA,NA,7.18964,85,84,2.248448,NA,NA,NA,NA,NA,NA,NA,NA,19.92002,NA,agosto
2011-08-14T00:00:00Z,3.196528,10.1,-2,NA,NA,NA,5.11111,NA,NA,NA,0,0,0,NA,NA,6.0477359999999996,83,80,-0.192203,NA,NA,NA,NA,NA,NA,NA,NA,21.08202,NA,agosto
2011-08-15T00:00:00Z,1.95,8.6,-2.2,NA,NA,NA,4.547224,NA,NA,NA,0,0,0,NA,NA,5.382693,77,74,-1.774455,NA,NA,NA,NA,NA,NA,NA,NA,20.91602,NA,agosto
2011-08-16T00:00:00Z,2.544445,6.8,0.2,NA,NA,NA,4.280555,NA,NA,NA,8.200002,7.000001,2,NA,NA,6.503368,89,95,0.7656565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,agosto
2011-08-17T00:00:00Z,2.127083,6.1,0.3,NA,NA,NA,3.931945,NA,NA,NA,3,4.2,0.9,NA,NA,6.628373,94,89,1.109437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,agosto
2011-08-18T00:00:00Z,1.23125,8.2,-3,NA,NA,NA,3.995833,NA,NA,NA,0,0,0,NA,NA,5.617826,87,87,-1.191835,NA,NA,NA,NA,NA,NA,NA,NA,22.74203,NA,agosto
2011-08-19T00:00:00Z,1.320834,9.8,-3.1,NA,NA,NA,3.916667,NA,NA,NA,0,0,0,NA,NA,5.571713,83,82,-1.399884,NA,NA,NA,NA,NA,NA,NA,NA,20.58402,NA,agosto
2011-08-20T00:00:00Z,1.597917,10.9,-5,NA,NA,NA,3.494446,NA,NA,NA,0,0,0,NA,NA,4.403138,68,64,-4.459976,NA,NA,NA,NA,NA,NA,NA,NA,18.26002,NA,agosto
2011-08-21T00:00:00Z,2.220834,8.8,-2.1,NA,NA,NA,3.100001,NA,NA,NA,0,0,0,NA,NA,4.361148,62,60,-4.629586,NA,NA,NA,NA,NA,NA,NA,NA,19.75402,NA,agosto
2011-08-22T00:00:00Z,2.003472,10.9,-3.3,NA,NA,NA,2.961806,NA,NA,NA,2.7,0.3,0.3,NA,NA,6.227661,83,78,-0.02989156,NA,NA,NA,NA,NA,NA,NA,NA,19.75402,NA,agosto
2011-08-23T00:00:00Z,5.449999,8.4,4.1,NA,NA,NA,4.675694,NA,NA,NA,0,2.4,0.6,NA,NA,8.113003,91,90,3.903961,NA,NA,NA,NA,NA,NA,NA,NA,19.25602,NA,agosto
2011-08-24T00:00:00Z,3.182639,10,-3.3,NA,NA,NA,4.368749,NA,NA,NA,0,0,0,NA,NA,4.674975,67,70,-3.696565,NA,NA,NA,NA,NA,NA,NA,NA,19.25602,NA,agosto
2011-08-25T00:00:00Z,2.35625,8.6,-2.4,NA,NA,NA,3.859723,NA,NA,NA,0,0,0,NA,NA,5.527503,71,69,-1.526227,NA,NA,NA,NA,NA,NA,NA,NA,19.92002,NA,agosto
2011-08-26T00:00:00Z,5.796527,10.4,2.6,NA,NA,NA,4.586108,NA,NA,NA,0,0,0,NA,NA,7.321427,78,75,2.468694,NA,NA,C,NA,C,NA,NA,NA,12.78201,NA,agosto
2011-08-27T00:00:00Z,6.010416,9.2,4,NA,NA,NA,5.450002,NA,NA,NA,0,0,0,NA,NA,7.391439,82,87,2.628337,NA,NA,C,NA,C,NA,NA,NA,20.08602,NA,agosto
2011-08-28T00:00:00Z,4.51111,10.3,1.6,NA,NA,NA,5.056944,NA,NA,NA,12.1,2.1,0.9,NA,NA,7.006806,84,86,1.831414,NA,NA,C,NA,C,NA,NA,NA,22.07803,NA,agosto
2011-08-29T00:00:00Z,4.054861,8.3,0.5,NA,NA,NA,5.692362,NA,NA,NA,1.5,11.5,2.6,NA,NA,7.525295,94,92,2.848393,NA,NA,C,NA,C,NA,NA,NA,23.07403,NA,agosto
2011-08-30T00:00:00Z,3.600001,9.1,0.3,NA,NA,NA,5.134027,NA,NA,NA,0,0,0,NA,NA,6.110286,80,79,-0.04626529,NA,NA,C,NA,C,NA,NA,NA,20.91602,NA,agosto
2011-08-31T00:00:00Z,4.070833,11.8,-1.7,NA,NA,NA,4.878472,NA,NA,NA,0,0,0,NA,NA,4.812914,56,50,-3.262385,NA,NA,C,NA,C,NA,NA,NA,12.78201,NA,agosto
2011-09-01T00:00:00Z,5.615971,12.6,-0.6,NA,NA,NA,5.325,NA,NA,NA,1.8,1.8,0.6,NA,NA,6.667589,75,83,0.7870887,NA,NA,C,NA,C,NA,NA,NA,18.92402,18.75802,septiembre
2011-09-02T00:00:00Z,5.111112,11.7,1.2,NA,NA,NA,6.075694,NA,NA,NA,5.8,5.2,1.3,NA,NA,7.986443,93,93,3.688978,NA,NA,C,NA,C,NA,NA,NA,18.26002,NA,septiembre
2011-09-03T00:00:00Z,3.998611,7.9,1.9,NA,NA,NA,6.035416,NA,NA,NA,2.8,0.6,0.6,NA,NA,7.39128,92,90,2.626525,NA,NA,C,NA,C,NA,NA,NA,22.41003,NA,septiembre
2011-09-04T00:00:00Z,2.772222,6.5,0.7,NA,NA,NA,5.381249,NA,NA,NA,7.200001,8.300001,1.4,NA,NA,6.981819,95,85,1.822872,NA,NA,C,NA,C,NA,NA,NA,NA,NA,septiembre
2011-09-05T00:00:00Z,4.097916,8.4,1.2,NA,NA,NA,5.28264,NA,NA,NA,0,1.7,0.9,NA,NA,7.163232,86,85,2.191334,NA,NA,C,NA,C,NA,NA,NA,21.41402,NA,septiembre
2011-09-06T00:00:00Z,5.359028,9.8,3,NA,NA,NA,6.147223,NA,NA,NA,0,0,0,NA,NA,7.263834,81,74,2.381449,NA,NA,C,NA,C,NA,NA,NA,16.93201,NA,septiembre
2011-09-07T00:00:00Z,6.708335,11.5,4.5,NA,NA,NA,6.948611,NA,NA,NA,2.7,0,0,NA,NA,7.927981,80,81,3.603864,NA,NA,C,NA,C,NA,NA,NA,14.77401,NA,septiembre
2011-09-08T00:00:00Z,7.524305,11.8,4.7,NA,NA,NA,7.779861,NA,NA,NA,0,2.7,0.6,NA,NA,8.639962,83,83,4.810081,NA,NA,C,NA,C,NA,NA,NA,12.28401,NA,septiembre
2011-09-09T00:00:00Z,6.268751,9.9,4.6,NA,NA,NA,7.24375,NA,NA,NA,6.200001,6.200001,1.3,NA,NA,8.440954,89,88,4.520493,NA,NA,C,NA,C,NA,NA,NA,18.26002,NA,septiembre
2011-09-10T00:00:00Z,6.267361,9.7,4,NA,NA,NA,6.859026,NA,NA,NA,12,0,0,NA,NA,7.2451,77,75,2.344621,NA,NA,C,NA,C,NA,NA,NA,17.26402,NA,septiembre
2011-09-11T00:00:00Z,4.895139,6.6,3.2,NA,NA,NA,6.338888,NA,NA,NA,30.29999,42.29998,3.1,NA,NA,8.406462,97,100,4.452552,NA,NA,C,NA,C,NA,NA,NA,NA,NA,septiembre
2011-09-12T00:00:00Z,7.111805,11.6,3.7,NA,NA,NA,6.658333,NA,NA,NA,0,0,0,NA,NA,7.664872,77,75,3.132485,NA,NA,C,NA,C,NA,NA,NA,14.44201,NA,septiembre
2011-09-13T00:00:00Z,4.041667,13.6,-3.1,NA,NA,NA,6.683332,NA,NA,NA,0,0,0,NA,NA,5.844256,75,75,-0.7741498,NA,NA,C,NA,C,NA,NA,NA,17.59602,12.69901,septiembre
2011-09-14T00:00:00Z,5.79236,15.3,-0.8,NA,NA,NA,7.083333,NA,NA,NA,0,0,0,NA,NA,7.501759,77,74,2.725927,NA,NA,C,NA,C,NA,NA,NA,9.96,8.466006,septiembre
2011-09-15T00:00:00Z,8.227777,13.8,2.5,NA,NA,NA,7.797918,NA,NA,NA,5.900001,5.300001,1.1,NA,NA,8.272091,81,76,4.201362,NA,NA,C,NA,C,NA,NA,NA,14.27601,18.67502,septiembre
2011-09-16T00:00:00Z,5.228473,8.8,3,NA,NA,NA,8.045138,NA,NA,NA,0.6,1.2,0.6,NA,NA,7.462352,86,84,2.730788,NA,NA,C,NA,C,NA,NA,NA,19.92002,NA,septiembre
2011-09-17T00:00:00Z,6.481946,15,2.6,NA,NA,NA,7.970139,NA,NA,NA,0,0,0,NA,NA,6.307337,68,69,0.4022629,NA,NA,C,NA,C,NA,NA,NA,15.27201,18.42602,septiembre
2011-09-18T00:00:00Z,7.470139,18.1,-0.1,NA,NA,NA,8.157638,NA,NA,NA,0,0,0,NA,NA,6.067867,58,49,-0.3630551,NA,NA,C,NA,C,NA,NA,NA,9.96,11.28801,septiembre
2011-09-19T00:00:00Z,7.293055,16.6,-1.1,NA,NA,NA,8.860416,NA,NA,NA,0,0,0,NA,NA,7.246217,74,71,2.182029,NA,NA,C,NA,C,NA,NA,NA,11.454,9.296,septiembre
2011-09-20T00:00:00Z,8.72014,18.7,3.2,NA,NA,NA,10.09306,NA,NA,NA,0,0,0,NA,NA,8.721899,76,68,4.934888,NA,NA,C,NA,C,NA,NA,NA,8.299996,11.869,septiembre
2011-09-21T00:00:00Z,9.281943,14.1,2.4,NA,NA,NA,10.09375,NA,NA,NA,0,0,0,NA,NA,8.406792,74,78,4.433201,NA,NA,C,NA,C,NA,NA,NA,3.319999,17.26402,septiembre
